ResponseID,Finished,Career,Q3a,Q3b,Q3c,Q3d,Q3e,Q3g,Q3f,Q5Club,Q5Vol,Q5Garden,Q5Hub,Q5Farm,Q5Web,Q5Movie,Q7Grown,Q7behavior,Q7aware,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q9l,Q9m,Q9n,Q11foot,Q11Bio,Q11Equity,Q11PP,Q11Goals,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Status,Level,Time,Do you consider yourself:,Highest1,Highest2,Background,Woman,Man,TransW,NonBinary,PreferNotToAnswer,TransM,Residence
R_41qL07RmE1faB1f,Survey Finished,GNUR,5,3,4,4,4,4,4,,,,,1,1,,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,3,5,5,5,2,3,5,5,5,5,5,5,2,0,2,1,4,5,6,1,,,,,,Off Campus
R_2XiyPk5U9hoAgz9,Survey Finished,PUBH,4,3,4,1,1,1,1,,,,,,,,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,1,1,4,4,1,3,2,3,4,5,5,4,2,2,0,1,1,1,5,4,1,,,,,,Off Campus
R_D0sa7n0g2G4kXDz,Survey Finished,MED,5,4,4,3,3,1,2,,,,,1,,,3,3,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,5,5,2,2,3,4,4,4,2,2,3,2,0,3,1,6,4,3,1,,,,,,Off Campus
R_1dLwjmIjPF1XJkt,Survey Finished,GBUS,3,2,4,2,3,1,3,,,,,1,,,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,4,3,2,2,3,4,4,2,2,3,2,0,1,1,4,3,4,1,,,,,,Off Campus
R_10Db6vu1aY7rifV,Survey Finished,GSAS,3,2,3,3,3,1,4,,,,,,,,2,3,3,1,3,1,1,3,1,1,3,3,1,1,3,1,3,5,5,4,2,2,4,3,2,3,2,1,2,0,3,1,6,3,6,1,,,,,,Off Campus
R_9Hoe7ilwsFn4wMh,Survey Finished,PUBH,4,3,4,2,3,1,1,,,,,,,,2,3,2,1,1,1,3,2,1,1,1,1,3,3,1,1,1,3,4,3,4,5,3,2,2,3,2,2,2,0,3,1,3,2,4,1,,,,,,Off Campus
R_1dKof0xNfqUiWSS,Survey Finished,GSAS,4,4,4,4,2,1,3,,,,,1,,,4,4,4,1,1,1,2,1,1,1,1,1,1,1,3,1,1,5,5,1,1,3,4,4,4,4,3,3,2,0,2,1,5,6,4,,1,,,,,Off Campus
R_2xQ7qCSQ6zw2bf2,Survey Finished,MED,4,5,4,2,2,1,4,,,,,1,,,3,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3,4,3,1,1,1,4,3,3,5,4,4,2,0,3,1,5,3,4,1,,,,,,Off Campus
R_A51gxJnK55ILkK5,Survey Finished,GNUR,5,3,3,3,1,1,3,,,,,,,,4,3,5,3,3,3,3,3,3,1,1,1,1,1,1,1,1,5,5,1,3,1,3,3,2,5,1,3,2,0,1,1,4,5,4,1,,,,,,Off Campus
R_2CVMJCkit8GxmSV,Survey Finished,THEO,5,4,4,2,3,3,4,,,,,,,,4,4,3,3,1,3,3,1,3,1,3,1,1,1,1,1,1,3,3,3,1,1,4,5,4,3,5,5,2,0,1,1,1,1,3,1,,,,,,Off Campus
R_5Bg1w5Cdbh9INu9,Survey Finished,GNUR,4,4,4,3,1,1,2,,,,,,,,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,1,1,5,5,5,5,5,5,2,0,1,1,4,4,4,1,,,,,,Off Campus
R_1NzdwhbFkunrDxE,Survey Finished,THEO,4,2,3,1,2,1,1,,,,,,,,3,3,4,1,3,3,1,1,3,1,3,3,3,1,2,,2,3,1,3,1,1,2,,1,1,1,3,2,0,3,1,2,3,3,1,,,,,,Off Campus
R_3W4E2jON86pcGMF,Survey Finished,GSAS,4,4,4,3,3,1,2,,,,,1,,,3,3,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,4,5,4,5,2,0,5,1,5,4,4,1,,,,,,Off Campus
R_2Y4wntudog3EaRv,Survey Finished,THEO,4,4,4,1,3,1,3,1,,,,,,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,1,1,1,4,4,4,5,4,5,2,0,2,1,4,1,4,1,,,,,,Off Campus
R_1dKTasnmRLzOQvi,Survey Finished,GSAS,4,4,4,4,3,1,3,,,,,,,,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,3,5,5,5,2,4,5,2,0,3,1,3,3,6,1,,,,,,Off Campus
R_2uxL4iEJMyr7XdL,Survey Finished,LAW,5,3,5,1,5,2,1,,1,,,,,,2,2,4,3,1,3,1,1,1,1,1,1,1,1,1,1,3,5,5,4,1,5,4,3,3,3,2,4,2,0,2,1,6,3,3,1,,,,,,Off Campus
R_sB7kCO1Bo68Krpn,Survey Finished,UCOL,4,4,4,4,4,4,4,,,,,1,,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,3,3,3,3,3,1,3,0,1,6,4,1,,1,,,,,On Campus
R_1eEpxYAgOI0qfRy,Survey Finished,GBUS,4,5,5,2,2,1,5,,,,,,,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,,4,3,3,3,2,5,3,5,5,5,5,2,0,1,1,6,5,1,,1,,,,,Off Campus
R_WuMDSCQV2NEyWOd,Survey Not Finished,GSAS,4,4,3,2,1,1,1,,,,,,,,2,2,2,1,3,1,3,1,1,1,1,1,1,1,2,1,1,5,2,1,1,3,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_PYRABJHZa0CqYsp,Survey Finished,GSAS,4,3,5,3,4,1,2,,,,,,,,3,3,4,1,3,3,3,1,1,1,1,1,1,3,1,3,2,4,5,1,2,1,5,5,4,5,3,5,2,0,6,1,3,2,4,1,,,,,,Off Campus
R_28UG1EBtY4m1IJb,Survey Finished,GSAS,3,2,5,2,3,1,1,,,,,,,,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,3,2,2,2,5,2,3,2,0,6,1,4,2,4,1,,,,,,Off Campus
R_3fNJjZxsdVjf9Mz,Survey Finished,PUBH,5,4,4,3,4,4,2,,1,,,1,,,3,4,5,1,1,1,1,1,3,1,1,1,1,1,3,1,3,3,3,5,2,5,4,5,5,5,5,5,2,0,1,1,1,3,6,1,,,,,,Off Campus
R_300jF0nT8A6pQCz,Survey Finished,GSAS,4,4,5,5,3,1,2,,,,,,,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,1,2,3,3,3,2,2,4,2,0,1,1,5,5,4,1,,,,,,Off Campus
R_33xJCMqfACWW84E,Survey Finished,MED,4,4,4,3,4,1,3,,,,,1,,,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,4,5,5,4,5,5,2,0,4,1,1,5,4,1,,,,,,Off Campus
R_3nlug9zhYImmPah,Survey Finished,GSAS,4,3,4,3,2,1,1,,,,,,,,3,3,4,1,1,3,2,1,3,1,1,1,1,1,1,1,1,4,4,2,2,1,4,4,4,4,4,5,2,0,4,1,6,7,4,1,,,,,,Off Campus
R_3Mt9Jp3YlueUh70,Survey Finished,GSAS,5,5,4,2,3,1,1,,1,,,,,,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,2,2,4,3,4,5,3,3,2,0,3,1,4,4,4,1,,,,,,Off Campus
R_3nUXf6blfKADAEw,Survey Finished,MED,4,4,4,2,1,1,3,,,,,,,,2,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,5,5,3,1,1,4,2,1,5,2,5,2,0,2,1,4,4,4,1,,,,,,Off Campus
R_2uPWgd5xyg6Q7r6,Survey Finished,UNUR,2,2,3,2,1,1,1,,,,,,1,,2,3,4,1,1,1,2,2,1,1,1,2,3,2,2,2,1,3,3,1,3,2,4,4,5,3,2,2,1,1,0,1,5,4,4,1,,,,,,Off Campus
R_e8QoBZFBDchIWBj,Survey Finished,GSAS,4,3,4,2,2,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,5,5,1,1,3,3,5,2,5,4,1,2,0,3,1,6,7,4,,1,,,,,Off Campus
R_vZSsoNsNUCvWocV,Survey Finished,PUBH,4,5,2,3,2,1,3,,1,,,1,,,3,3,4,1,3,1,2,1,1,1,1,1,3,2,1,1,2,5,4,2,2,3,3,2,3,4,3,2,2,0,1,1,4,4,1,1,,,,,,Off Campus
R_3CUBfzBoZnSeiK3,Survey Finished,THEO,4,4,5,3,4,4,5,1,1,1,,1,,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,3,5,5,2,0,3,1,4,5,4,1,,,,,,Off Campus
R_3HueCMTp9nSVbIo,Survey Finished,LAW,4,4,3,2,1,3,3,,,,,,,,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,3,3,2,3,2,0,2,1,5,4,4,1,,,,,,Off Campus
R_0MQDWfDN517OBq1,Survey Finished,GAH,5,3,4,4,2,1,1,,,,,1,,,2,2,3,1,1,3,2,3,1,1,3,1,1,1,3,1,1,4,3,2,1,1,5,5,5,4,5,4,2,0,1,2,5,4,2,1,,,,,,Off Campus
R_1LBtiK0b3zDoHFG,Survey Not Finished,PUBH,4,4,4,2,5,1,1,,,,,,1,,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,1,4,4,4,5,5,5,5,2,0,1,,,,,,,,,,,Off Campus
R_2aQtpsrvfWXmnTy,Survey Finished,MED,4,3,4,4,3,4,4,,,,,1,,,3,3,3,1,3,3,1,3,1,1,3,1,1,1,3,1,1,4,3,2,1,2,4,4,3,4,3,4,2,0,3,1,4,4,1,1,,,,,,Off Campus
R_1QEozxfC7faXmfK,Survey Finished,GSAS,4,3,5,2,3,1,3,,,,,,,,3,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,3,5,4,4,4,3,3,4,2,0,4,1,4,4,4,1,,,,,,Off Campus
R_50v7tbih0zAMLIt,Survey Finished,MED,4,3,5,1,2,1,2,,,,,1,,,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,3,5,5,5,2,5,4,2,1,3,2,4,2,0,3,1,6,6,4,1,,,,,,Off Campus
R_2Vx1QKe7MPso4rT,Survey Finished,GSAS,4,4,5,5,4,1,3,,,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1,1,5,5,5,4,3,3,4,2,0,1,1,5,5,6,1,,,,,,Off Campus
R_2tmyqLATsOpyoBk,Survey Finished,GSAS,2,2,2,2,2,2,2,,,,,,,,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,3,1,6,4,4,1,,,,,,Off Campus
R_30xkk8jySzta9Uo,Survey Finished,GSAS,4,5,4,3,3,1,4,,,,,1,1,,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,5,4,4,4,5,3,3,2,0,3,1,4,5,1,1,,,,,,Off Campus
R_ZmIUhn74Uiu2Cdj,Survey Finished,PUBH,4,5,4,2,3,1,1,,,,,,,,3,3,4,1,3,1,3,3,1,1,2,1,3,1,3,3,1,4,4,4,3,4,4,4,2,3,2,3,2,0,1,1,4,5,6,1,,,,,,Off Campus
R_33duUURK4HbcaUn,Survey Finished,GBUS,5,3,4,2,4,2,1,,1,,,1,,,2,2,2,3,3,3,3,3,3,1,1,3,1,1,1,1,2,3,3,1,1,1,3,4,4,5,5,3,2,0,1,1,5,4,1,1,,,,,,Off Campus
R_3L1oHPpCrzlUcZj,Survey Finished,MED,5,4,5,2,4,2,2,,,,,1,,,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,0,3,1,6,5,4,1,,,,,,Off Campus
R_25HF09Uevq1ZN1K,Survey Not Finished,GAH,4,2,3,2,2,1,2,,,,,,1,,3,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,2,5,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_2TMB2pm1vqVb7iM,Survey Finished,PUBH,5,3,4,2,5,1,4,,,,,,,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,2,5,4,5,5,4,3,2,0,1,1,4,3,2,1,,,,,,Off Campus
R_2UXl5tkAlWMZKJq,Survey Finished,MED,4,4,4,2,4,2,4,,,,,1,1,,3,3,3,1,3,1,2,1,1,1,3,1,1,1,1,1,1,3,2,3,1,2,4,5,4,3,3,4,2,0,6,1,4,4,4,1,,,,,,Off Campus
R_1kRfxFvRGCsaXN3,Survey Finished,GSAS,3,2,3,2,3,1,1,,,,,,,,1,1,3,1,3,3,3,3,1,1,3,1,3,1,1,3,2,2,3,1,1,2,2,3,2,1,2,2,2,0,6,1,2,2,4,1,,,,,,Off Campus
R_4MKeOJcEBqKF2nL,Survey Finished,GSAS,4,4,4,5,1,1,5,,,,,,,,1,1,1,1,3,1,1,1,1,1,1,1,3,3,1,3,1,5,5,3,1,3,3,5,5,5,5,4,2,0,6,1,5,1,4,1,,,,,,Off Campus
R_3e4sTjTAQzyiO3l,Survey Finished,GSAS,4,4,4,2,4,1,3,,,,,,,,3,3,3,1,1,3,2,1,1,1,1,1,1,1,1,1,2,5,5,4,3,4,5,4,4,4,4,5,2,0,4,1,5,7,1,,1,,,,,Off Campus
R_24w7qKYkMbM8bYm,Survey Finished,PUBH,4,3,4,3,2,2,4,,,,,1,,,3,3,4,1,3,1,1,1,3,1,1,1,1,1,1,1,1,5,4,3,2,2,4,5,5,4,4,4,2,0,1,1,6,7,4,1,,,,,,Off Campus
R_VRcoM5bqieb62S5,Survey Finished,GSAS,4,4,4,2,2,1,4,,,1,,1,1,,3,4,5,1,3,1,1,3,1,1,1,1,1,1,1,1,1,5,5,3,2,4,5,5,5,3,5,4,2,0,3,1,5,1,4,,1,,,,,Off Campus
R_1g8BEVikC9w715Y,Survey Finished,MED,4,4,4,5,4,1,3,,,,,,,,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,4,1,5,5,4,4,2,4,4,2,0,1,1,5,4,4,1,,,,,,Off Campus
R_2f2q1S68yoY2nq0,Survey Finished,PUBH,4,4,4,4,2,2,3,,,,,,,,3,3,4,1,3,1,1,1,1,1,3,1,1,1,3,1,1,3,5,3,1,4,4,3,3,2,2,3,2,0,1,1,5,3,1,1,,,,,,Off Campus
R_ykhYTMdMy2Rj4dP,Survey Finished,PUBH,4,4,4,3,3,2,3,,1,,,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,1,3,5,5,4,4,3,4,2,0,1,1,5,4,3,1,,,,,,Off Campus
R_WBDhlQ4tSo8KUXD,Survey Finished,PUBH,3,4,4,3,3,1,3,,,,,,,,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,5,4,5,5,4,4,4,2,0,1,1,5,5,4,1,,,,,,Off Campus
R_1g54ptsW1gDwVCo,Survey Finished,PUBH,4,4,4,3,3,2,2,,,,,,,,4,4,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,5,4,4,5,4,4,4,4,4,4,2,0,2,1,6,6,1,1,,,,,,Off Campus
R_dorhMxqTdECgrGF,Survey Finished,THEO,5,5,5,4,2,1,2,,,,,,,,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,4,4,3,4,3,3,2,0,1,1,5,3,3,1,,,,,,Off Campus
R_OrG7GkgWI89Rfy1,Survey Finished,PUBH,4,3,4,2,1,1,3,,,,,1,1,,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,2,3,4,4,3,5,4,2,2,0,1,1,5,2,4,,1,,,,,Off Campus
R_1C7PgvDfWMBpLNh,Survey Finished,MED,4,3,4,4,2,1,1,,,,,1,,,3,4,3,1,1,1,3,1,1,1,3,1,1,1,3,1,3,5,3,3,1,3,3,3,4,3,1,2,2,0,3,1,6,5,3,1,,,,,,Off Campus
R_2y7TFnWucLza7il,Survey Finished,GSAS,4,3,4,2,2,1,2,,,,,1,,,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,2,2,2,3,3,2,2,2,2,2,0,4,1,4,4,4,1,,,,,,Off Campus
R_3PcsmEEsaVXvcNS,Survey Finished,MED,3,3,3,3,3,3,3,,,,,,,,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,2,0,2,1,6,7,4,,1,,,,,Off Campus
R_3gRWdohZjtKdsUP,Survey Finished,GSAS,3,4,5,2,3,1,3,,,,,,,,2,2,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,5,5,3,1,3,5,5,4,4,4,5,2,0,3,1,5,5,4,1,,,,,,Off Campus
R_YRpZdAOBwtSgoSJ,Survey Finished,GNUR,5,3,4,2,3,1,2,,,,,,,,3,3,3,1,3,,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,5,4,2,2,2,1,3,2,0,1,1,2,4,4,1,,,,,,Off Campus
R_O8tVBk2gb8ysTmN,Survey Not Finished,MED,5,5,5,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_2OJifBe6m6MCDp1,Survey Not Finished,GSAS,4,4,5,5,5,1,4,,,,,1,,,3,3,4,1,1,3,3,3,1,1,3,1,1,1,3,1,1,5,5,1,1,1,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_20MMCrofw2EYUjr,Survey Finished,MED,4,2,5,4,5,1,1,,,,,1,,,3,3,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,4,4,1,1,4,5,5,3,1,5,5,2,0,1,1,5,4,4,,1,,,,,Off Campus
R_1JOObNSOBxoP7Sj,Survey Finished,GSAS,5,4,3,4,4,2,3,,,,,,,,4,4,4,1,3,1,3,1,1,1,1,1,3,3,1,1,3,5,5,3,2,2,4,5,5,4,5,1,2,0,3,1,1,4,4,,1,,,,,Off Campus
R_vqKnJnwFHrAIrSx,Survey Finished,MED,5,4,4,3,1,1,3,,,,,1,,,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,1,2,4,4,4,4,4,4,2,0,3,1,6,5,4,1,,,,,,Off Campus
R_2e27qsXT98zYrWe,Survey Finished,GBUS,4,4,4,3,2,1,2,,,,,1,,,3,4,3,1,3,3,1,1,1,1,3,3,1,1,1,1,2,4,5,5,1,2,4,4,2,2,1,4,2,0,1,1,6,2,4,1,,,,,,Off Campus
R_2aIAHx6vhp4aoXG,Survey Not Finished,PUBH,5,5,5,5,5,3,5,,,,,1,1,,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_3jVBX0K5vCeBnCF,Survey Finished,GAH,4,4,4,1,1,1,1,,,,,1,,,3,3,3,1,1,1,3,3,1,1,1,1,1,1,3,1,1,5,5,1,1,1,4,4,2,1,2,3,2,0,2,1,4,1,4,1,,,,,,Off Campus
R_2S7ZJqu2nSkLsoy,Survey Finished,GSAS,4,4,4,2,3,3,3,,,,,,1,,3,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,2,5,4,4,4,3,4,4,2,0,6,1,6,4,4,1,,,,,,Off Campus
R_son7JjOcSFe14pb,Survey Finished,GSAS,4,2,3,2,3,1,5,,,,,1,,,3,4,4,1,3,3,1,1,1,1,1,1,1,1,2,1,3,4,4,1,1,1,3,3,3,3,3,3,2,0,2,1,6,5,4,1,,,,,,Off Campus
R_31SlvJExgpOOEqt,Survey Finished,LAW,4,4,5,4,5,1,3,,,,,1,,,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,3,4,5,4,5,4,4,2,0,1,1,5,5,6,,1,,,,,Off Campus
R_72kWw6W5tQpfmvL,Survey Finished,GSAS,3,2,4,3,4,1,4,,,,,,,,3,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,4,5,5,5,2,4,5,2,0,3,1,6,6,4,1,,,,,,Off Campus
R_1gNPvcIlMWVe6iJ,Survey Finished,GNUR,4,4,5,4,3,1,2,,1,,,1,,,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,3,5,4,4,4,4,4,2,0,3,1,6,7,4,1,,,,,,Off Campus
R_28BUr8ZjF2Y5skt,Survey Not Finished,GSAS,4,3,3,2,1,1,3,,,,,1,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_3oXS5B0JBfZYLGw,Survey Finished,MED,5,4,4,2,1,1,1,,,,,,,,2,2,2,1,1,1,3,1,3,1,1,1,3,3,3,1,3,5,5,2,1,1,3,3,3,5,4,4,2,0,3,1,5,4,4,1,,,,,,Off Campus
R_22VRd1LWBUlHv6Y,Survey Finished,GSAS,3,3,4,4,2,1,4,,,,,1,,,2,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,1,1,5,5,5,1,5,5,2,0,4,1,6,6,6,1,,,,,,Off Campus
R_xzmhzVejxUHwqPL,Survey Finished,MED,5,4,2,4,4,2,3,,,,,,,,3,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,3,4,2,4,5,5,2,5,4,2,0,3,1,4,4,4,1,,,,,,Off Campus
R_yD567YizhYiGAA9,Survey Finished,PUBH,3,2,4,1,3,1,2,,1,,,,,,3,2,1,1,1,1,1,1,3,1,3,1,1,3,3,1,1,3,2,4,1,4,4,2,2,1,1,3,2,0,1,1,6,4,3,1,,,,,,Off Campus
R_zYFOMQxPvF1NXZ7,Survey Finished,GSAS,5,3,5,5,3,1,2,1,,,1,1,1,,4,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,4,4,4,3,2,0,3,1,6,3,4,,1,,,,,Off Campus
R_doEkJfJ6CX17vwJ,Survey Finished,GSAS,5,4,3,2,4,1,3,,,,,1,1,,3,3,4,1,3,3,1,1,3,1,1,1,1,1,3,1,1,5,5,5,3,3,4,5,3,1,3,3,2,0,4,1,5,4,3,1,,,,,,Off Campus
R_ZCemdiKsXPAZBS1,Survey Finished,MED,3,3,4,2,3,1,1,,,,,,,,3,3,4,1,3,3,2,3,1,1,3,1,1,1,1,1,1,4,3,1,1,5,2,2,2,3,2,3,2,0,1,1,6,5,4,,1,,,,,Off Campus
R_2TRepLusMylwbR0,Survey Finished,MED,4,3,4,2,2,1,3,,,,,1,,,2,1,3,1,3,1,3,1,1,1,3,1,1,3,3,1,1,4,4,1,1,4,3,3,3,1,4,3,2,0,3,1,6,5,4,1,,,,,,Off Campus
R_3Ea8RdkS2yiA5Xp,Survey Finished,GNUR,3,3,3,2,3,1,1,,,,,1,,,2,3,3,1,1,1,3,1,3,1,3,1,1,1,1,1,3,1,2,2,1,2,5,5,5,5,5,5,2,0,1,1,6,4,1,1,,,,,,Off Campus
R_2Blo7epUe5VwOJS,Survey Finished,GSAS,4,3,3,4,4,1,4,,,,,,,,2,2,2,1,3,3,1,1,3,1,1,1,1,1,1,1,2,5,5,1,1,1,4,4,,1,4,4,2,0,3,1,4,4,3,1,,,,,,Off Campus
R_qKMhmhneyPubiuJ,Survey Finished,LAW,4,5,4,1,2,1,3,,,,,1,1,,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,5,2,2,5,2,3,2,2,2,3,2,0,1,1,6,7,4,,1,,,,,Off Campus
R_3Hv1r9bGPICapXZ,Survey Finished,GSAS,5,2,5,4,2,1,2,,,,,,,,4,4,5,1,1,1,1,1,1,1,3,1,3,1,1,1,3,5,5,3,2,3,4,4,3,5,5,4,2,0,2,1,4,5,3,1,,,,,,Off Campus
R_2PkaGuOUX1FpX34,Survey Finished,GSAS,4,3,2,1,2,1,5,,,,,,,,2,3,3,3,1,1,3,3,3,1,1,3,3,3,3,1,1,3,5,2,1,1,4,5,4,1,5,5,2,0,6,1,1,1,4,1,,,,,,Off Campus
R_3mjzTtc0tCqornn,Survey Finished,GSAS,5,5,5,5,5,1,1,,1,,,,,,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,2,4,4,5,5,5,5,3,0,0,1,4,4,1,1,,,,,,Off Campus
R_2czjWay7Ndfe3qh,Survey Finished,GSAS,4,4,4,4,5,1,3,,,,,1,,,4,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,5,5,5,5,5,5,5,4,2,0,2,1,5,7,4,1,,,,,,Off Campus
R_3CEhTtUEWHCoyzL,Survey Finished,GSAS,4,4,5,5,5,3,3,,,,,1,1,,3,4,5,1,1,1,3,1,1,1,1,1,1,1,3,1,1,4,4,3,4,5,5,5,5,5,5,5,2,0,6,2,4,2,1,1,,,,,,Off Campus
R_w0PMuotfbF40zuN,Survey Finished,PUBH,4,4,2,5,3,1,1,,,,,1,,,2,2,3,1,3,1,3,3,1,1,3,1,3,1,3,1,3,3,4,2,1,5,4,5,5,4,4,4,2,0,1,2,4,4,1,1,,,,,,Off Campus
R_1mxzLGObsRaysoE,Survey Finished,GSAS,3,4,3,4,4,1,2,,,,,,,,3,3,3,1,3,3,3,1,1,1,1,1,3,1,3,1,3,5,4,4,1,1,4,4,3,4,2,3,2,0,6,1,3,4,4,1,,,,,,Off Campus
R_xnMpeM0I5EgIT2F,Survey Finished,GSAS,4,4,3,3,3,1,4,,,,,,,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,4,3,3,4,5,4,3,4,4,2,0,3,1,4,1,4,,1,,,,,Off Campus
R_ZpDkcDPnojONiyB,Survey Finished,GNUR,4,4,4,1,4,3,3,,,,,,,,2,3,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,5,5,5,3,5,5,5,5,4,5,4,3,0,0,1,1,1,4,1,,,,,,Off Campus
R_cDge1NKx1EVETTz,Survey Finished,GNUR,4,4,5,2,3,1,3,,,,,1,,,3,2,3,1,3,3,2,1,1,1,1,1,1,1,3,1,3,3,3,2,1,3,5,3,2,4,3,3,2,0,1,1,5,3,4,1,,,,,,Off Campus
R_22kJkVfMUF39iRI,Survey Not Finished,PUBH,1,4,4,3,4,1,1,,,,,,,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_1Nnayy2ufLjc95V,Survey Finished,PUBH,2,1,3,3,1,1,2,,,,,,,,2,1,2,1,1,1,3,1,1,1,3,1,1,3,1,1,1,5,3,1,1,1,2,3,2,4,2,1,2,0,1,1,4,7,4,1,,,,,,Off Campus
R_8jGfOA2RcHAaeBz,Survey Finished,MED,4,4,4,3,4,1,1,,,,,,,,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,4,4,4,4,4,4,2,0,3,1,3,5,1,,1,,,,,Off Campus
R_3FKvtyjy8dabAWw,Survey Finished,GAH,4,5,3,4,2,1,4,,,,,,,,2,3,4,1,1,1,1,3,1,1,1,1,1,3,1,1,1,4,4,3,1,4,5,3,3,5,4,5,2,0,3,1,5,5,4,,1,,,,,Off Campus
R_1K87KYQ68jbAqeC,Survey Finished,GSAS,3,4,3,4,3,1,3,,,,,1,,,3,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,2,4,4,5,3,3,2,0,5,1,2,3,4,1,,,,,,Off Campus
