ResponseID,Finished,Career,ProgramDescr,Level,AcadPlan1Name,AcadPlan1,AcadPlan1Type,DormBuilding,OrignAddrCntry,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q1.h,Q1.1,Q1.2,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q3.i,Q3.j,Q3.k,Q3.l,Q3.m,Q3.n,Q3.o,Q3.1.a,Q3.1.b,Q3.1.c,Q3.1.d,Q4.1,Q4.2,Q4.3,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5.a,Q5.5.b,Q5.5.c,Q5.5.d,Q5.5.e
R_3iDBpjASmWIj8ro,Survey Complete,GNUR,Master of Science in Nursing,Grad Yr 1,Emergency Nurse Practitioner,NRENP,Major,No Dorm,USA,6,6,5,2,6,1,1,5,1,1,6,5,2,2,2,5,5,5,0,5,5,5,5,5,5,4,4,4,5,1,1,1,1,1,0,2,0,2,1,4,4,4,1,0,0,0,0
R_AvQa0FqA4lhdkB3,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,6,5,5,3,4,1,1,5,3,3,5,5,5,6,6,7,5,5,4,5,5,4,5,5,5,5,5,4,5,5,4,1,1,0,0,2,0,1,1,6,6,4,1,0,0,0,0
R_1qXuqCKecYGKo8l,Survey Complete,UNUR,Non-Degree Undergrad Nursing,ND Ugrad,Special Standing Student,SPECSTUNUR,Non-Degree,No Dorm,USA,6,5,5,4,2,1,1,6,3,3,7,7,7,4,4,6,0,4,0,4,5,5,5,4,5,5,5,5,4,,4,1,1,0,0,1,1,0,1,1,5,4,1,0,0,0,0
R_2B2JY6n5sdk8E8K,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,3,4,3,1,1,1,1,2,1,2,5,2,2,5,3,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,1,0,0,0,2,0,3,1,6,5,4,0,0,1,0,0
R_2OI8GoyeXJ0bIo3,Survey Complete,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,5,5,3,3,1,1,3,3,2,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,1,0,0,2,0,2,1,4,6,3,1,0,0,0,0
R_25ZmNENzYeoZdnk,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Hlth Srvs Rsrch & Hlth Policy,SPHHPMPHD,Major,No Dorm,USA,4,4,6,5,3,1,1,1,2,1,3,3,4,2,2,2,5,4,4,5,5,5,4,5,5,5,5,0,4,1,1,1,1,0,0,2,0,3,1,4,4,1,1,0,0,0,0
R_cMklEinNdtWOlfH,Survey Complete,UNUR,Bachelor of Science in Nursing,Junior,Nursing,NRBSNAB,Major,No Dorm,USA,5,5,5,1,5,1,1,1,3,4,3,1,1,5,2,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,4,4,4,1,0,0,0,0
R_wX15MnhGA69s1P3,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,6,4,7,5,3,3,2,3,2,4,6,5,3,2,4,3,4,2,5,4,5,4,5,5,5,4,3,5,5,4,4,1,1,0,1,2,0,1,1,6,5,4,1,0,0,0,0
R_3MAv7VUSXeGT2eV,Survey Complete,UNUR,Bachelor of Science in Nursing,Junior,Nursing,NRBSNAB,Major,No Dorm,USA,6,4,5,5,2,1,1,6,3,3,6,4,3,5,3,4,0,0,0,3,4,3,5,3,5,5,4,4,5,4,5,1,1,0,1,1,1,0,1,3,5,1,1,0,0,0,0
R_3FJ0ihTQwm4wTre,Survey Complete,GNUR,Master of Science in Nursing,Grad Yr 1,Family Nurse-Midwife,NRFNM,Major,No Dorm,USA,5,3,5,6,3,1,1,4,3,2,6,5,6,6,5,6,5,0,0,5,5,5,5,5,5,5,5,5,5,2,4,1,1,0,0,2,0,1,1,5,5,4,1,0,0,0,0
R_3lAiVAO0iSQBZvH,Survey Complete,LAW,Doctor of Law,Prof 3,Law,LAWJD,Major,No Dorm,USA,3,4,2,5,2,3,3,2,2,2,3,2,5,3,4,4,3,3,3,3,2,2,0,0,1,2,4,1,3,4,3,0,1,0,0,2,0,4,1,5,5,4,0,0,1,0,0
R_Wp4XxNJdLLQXwt3,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,5,6,2,5,1,1,3,1,3,7,7,5,7,5,6,4,5,4,5,4,5,5,5,3,4,5,5,5,1,4,1,1,1,1,2,0,4,1,5,4,4,1,0,0,0,0
R_viB1Yrre0Nezy8N,Survey Complete,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,6,6,5,1,5,2,1,5,3,3,6,5,5,7,5,4,5,4,5,0,0,0,0,5,5,5,4,0,0,4,4,1,1,0,0,2,0,1,1,1,4,4,1,0,0,0,0
R_vw3CKBSO506Jcop,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,6,5,6,3,5,1,1,4,4,4,4,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,2,0,1,1,4,5,4,1,0,0,0,0
R_1N2m85ML961kvjV,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,6,3,2,1,1,5,4,3,5,6,6,6,4,5,5,3,4,5,3,4,0,0,2,2,4,5,3,5,3,1,1,1,1,2,0,3,1,4,4,6,0,0,1,0,0
R_31BO3VpdTXcYvL8,Survey Complete,UNUR,Bachelor of Science in Nursing,Senior,Nursing,NRBSNAM,Major,No Dorm,USA,4,7,7,7,7,2,1,3,4,5,5,5,6,4,4,5,5,0,3,4,5,3,4,3,3,3,4,3,3,5,4,1,1,0,0,1,1,0,1,4,1,3,1,0,0,0,0
R_1GN7WVileZGD3Jl,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Institute of Liberal Arts,ILAPHD,Major,No Dorm,USA,6,4,6,7,6,4,1,5,5,4,7,6,6,4,6,7,5,4,0,5,5,5,5,3,5,4,5,4,5,5,4,1,1,0,0,2,0,4,1,4,5,4,1,0,0,0,0
R_0Dsu6RhoAXYVA8V,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Prevention Science,PSMPH,Major,No Dorm,USA,7,6,6,3,2,2,1,6,4,5,7,6,3,3,4,6,4,4,4,4,5,5,5,4,0,1,3,0,3,4,4,0,0,0,0,2,0,1,1,4,2,1,1,0,0,0,0
R_33D9JNIIuy8cYnv,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Art History,ARTHISTPHD,Major,No Dorm,USA,6,5,7,3,5,1,1,1,3,4,7,7,7,7,7,7,5,0,5,0,4,5,5,4,4,4,5,5,5,5,4,1,1,0,0,2,0,5,1,3,3,4,1,0,0,0,0
R_2WVz49ZDgzj7Hre,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Sociology,SOCPHD,Major,No Dorm,USA,5,2,5,5,3,1,1,2,2,2,2,4,2,6,2,3,5,0,0,5,5,5,5,3,4,2,5,5,5,2,3,1,1,1,0,2,0,5,1,4,2,4,1,0,0,0,0
R_1dhTw009AkqWM4X,Survey Complete,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,4,5,2,5,7,1,1,3,3,4,7,4,6,1,1,3,5,5,3,4,4,4,5,0,5,4,3,5,4,3,4,1,1,0,0,2,0,2,1,5,6,4,0,0,1,0,0
R_Qp7jLSYh1y3lH2x,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Chemistry,CHEMBS,Major,Clairmont Residential Center Apts,USA,6,6,6,6,3,1,1,3,4,4,6,6,6,6,7,5,5,0,4,5,4,4,5,5,4,0,0,4,4,3,2,1,1,1,0,1,1,0,1,5,6,4,0,0,1,1,no thanks
R_1LMyRhYZB5CLGha,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,5,5,6,2,1,1,1,2,2,5,5,2,1,7,3,4,5,3,5,5,5,3,5,5,5,5,5,5,5,3,5,1,0,0,0,2,0,1,1,3,3,3,1,0,0,0,0
R_323JcfPH6AqRzMQ,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biomedical Engineering,BMEDENGPHD,Major,No Dorm,USA,7,6,6,3,1,1,1,1,2,1,5,3,4,7,3,4,4,0,0,5,5,0,5,0,5,4,4,5,4,0,0,1,0,0,0,2,0,3,1,4,4,4,1,0,0,0,0
R_21chEEipDaExBkF,Survey Complete,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,4,4,5,1,1,1,3,2,3,5,2,1,7,2,7,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,0,0,2,0,1,1,4,4,6,1,0,0,0,0
R_2VJSurjKvebuVUn,Survey Complete,GNUR,Master of Science in Nursing,Grad Yr 3,Family Nurse Practitioner,NRFNP,Major,No Dorm,USA,5,6,5,6,4,1,1,6,5,5,6,7,6,6,5,6,4,5,5,5,2,5,4,5,5,4,5,5,5,5,4,1,1,0,0,2,0,1,1,3,4,6,1,0,0,0,0
R_vTzz78akNBPawdH,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,USA,3,3,2,2,1,1,1,1,2,2,4,4,2,5,3,4,5,5,4,5,5,4,4,4,4,3,5,4,4,2,2,1,1,0,0,2,0,3,1,3,3,4,1,0,0,0,0
R_2xSg7POfWNQNZWT,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Mathematics,MATHPHD,Major,No Dorm,USA,6,4,3,5,2,1,1,1,3,3,4,2,2,5,1,5,5,0,0,0,3,0,5,0,4,3,3,0,0,3,1,1,1,0,0,2,0,2,1,4,6,4,0,0,1,0,0
R_2czHUqfMGSFf6IL,Survey Complete,UNUR,Non-Degree Undergrad Nursing,ND Ugrad,Special Standing Student,SPECSTUNUR,Non-Degree,No Dorm,USA,6,5,7,2,4,1,3,4,4,4,5,4,5,4,3,4,5,5,4,3,5,3,5,5,5,4,4,5,5,5,4,1,1,0,0,3,0,0,1,2,1,6,1,0,0,0,0
R_3PALrCJItlhDR1I,Survey Complete,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,4,4,5,5,2,2,2,2,4,4,5,5,5,4,4,4,4,5,5,5,5,4,5,4,4,4,3,4,0,4,4,1,1,0,1,2,0,1,1,5,5,4,1,0,0,0,0
R_2e40CDIwk1wImCy,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,English,ENGLISHBA,Major,No Dorm,USA,3,5,3,1,5,1,2,1,3,3,5,5,5,4,4,5,5,4,0,0,0,0,5,5,5,5,5,4,5,5,3,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
R_2douqB6PtNRoBAK,Survey Complete,GBUS,Master of Business Admin.,Grad Yr 1,Business Administration,BUSMBA,Major,No Dorm,USA,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,2,0,1,1,4,5,1,1,0,0,0,0
R_24GUfWrXfmurVOi,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,4,6,7,3,1,1,3,2,2,5,5,5,3,4,5,3,2,4,3,5,5,5,4,4,5,5,3,3,2,3,1,1,0,0,2,0,4,1,1,3,1,1,0,0,0,0
R_1rGOgjA1AVOgbZf,Survey Complete,GAH,Physician Assistant,Grad Yr 1,Physician Assistant,PHYSASTMMS,Major,No Dorm,USA,5,5,3,5,3,1,1,1,3,2,5,7,7,5,6,5,5,5,5,5,5,5,5,5,5,4,5,3,4,3,3,1,1,0,0,2,0,1,1,1,1,2,1,0,0,0,0
R_3GwRMFbd6bQwSH0,Survey Complete,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,3,3,3,3,1,1,3,3,5,5,6,1,7,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,0,0,2,0,2,1,5,5,4,1,0,0,0,0
R_AEyOtmDJnXcJ0cN,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Applied Pub Health Informatics,APHIMPH,Major,No Dorm,USA,5,6,5,3,2,1,1,3,4,2,5,3,6,7,6,5,5,2,5,0,4,5,4,3,1,2,3,5,5,5,5,1,1,0,0,2,0,1,1,5,5,4,1,0,0,0,0
R_0vNUJFrppxU07Bv,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,2,5,1,2,1,1,4,2,2,1,2,1,7,3,2,4,3,0,3,4,4,2,4,2,0,3,0,0,1,1,1,1,0,0,2,0,2,1,4,6,4,1,0,0,0,0
R_1Kqhb59MiBAH1sm,Survey Not Complete,THEO,Master Theological Stdy,Grad Yr 1,Theological Studies,THEOLSTMTS,Major,No Dorm,USA,2,1,5,3,1,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_Um52jWC0sBujVrX,Survey Not Complete,GSAS,Doctor of Philosophy,Adv Stdng,Epidemiology,EPIDPHD,Major,No Dorm,USA,7,7,5,3,3,1,1,3,3,3,5,4,4,6,4,5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2sRB3lsixr5nu4W,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,6,5,5,4,3,1,1,3,1,3,5,5,4,5,4,6,5,5,4,5,5,5,5,5,4,5,5,5,5,4,2,1,1,1,0,2,0,1,1,4,1,1,1,0,0,0,0
R_1doCAH9m6klJfIR,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Behavioral Sciences & Hlth Edu,SPHBSHEPHD,Major,No Dorm,USA,6,5,5,2,5,2,2,5,3,3,6,4,4,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,2,0,5,1,4,5,4,1,0,0,0,0
R_UirZ0RIpOO6Yj7j,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,5,3,1,1,1,2,3,3,5,4,4,5,3,4,4,4,5,3,4,4,5,5,4,3,3,4,4,4,2,1,1,0,0,2,0,3,1,4,4,1,1,0,0,0,0
R_6KWiIKOq0Rit8rf,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,4,6,3,3,2,3,5,4,4,6,6,6,4,5,6,5,0,4,0,5,5,5,5,4,3,5,0,4,4,4,1,1,0,0,2,0,3,1,6,6,4,1,0,0,0,0
R_3DjTlVS07zPejRO,Survey Complete,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,7,7,5,3,4,1,1,3,4,4,6,4,3,4,4,4,4,4,4,5,5,4,5,5,4,4,4,5,5,4,4,1,1,1,0,2,0,3,1,6,5,4,1,0,0,0,0
R_2rjXjryPkUKYYk3,Survey Complete,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,4,5,5,2,1,1,1,3,3,4,4,4,2,2,1,1,0,3,0,4,4,4,4,5,0,0,2,5,0,5,2,1,1,0,0,2,0,1,1,6,6,3,1,0,0,0,0
R_2fJ11vd3TNvOtBa,Survey Complete,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,6,5,3,2,5,1,2,1,3,3,6,4,4,4,4,5,5,4,4,5,5,5,5,5,3,4,5,4,4,3,3,1,1,1,0,2,0,1,1,4,3,3,1,0,0,0,0
R_ZlbRwiCz13qHIch,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,PHL,7,7,7,7,6,6,6,7,5,5,7,7,7,7,7,7,3,4,4,5,4,5,5,5,5,5,5,4,4,4,5,1,1,1,0,2,0,5,0,4,4,1,1,0,0,0,0
R_3oGbRDLCf5rCHoe,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Philosophy,PHILPHD,Major,No Dorm,USA,7,7,5,2,5,1,3,3,4,5,5,6,4,6,3,7,5,0,5,5,0,5,5,0,5,0,5,0,5,5,4,1,1,1,0,2,0,5,1,4,4,4,1,0,0,0,0
R_2Yacci2GU0Hpngr,Survey Complete,THEO,Master of Divinity,Prof 2,Divinity,MDVDIVIN,Major,No Dorm,USA,5,5,6,2,3,1,2,1,3,4,6,6,5,1,5,7,5,3,5,4,5,4,5,5,5,5,5,3,4,4,3,1,1,0,0,2,0,2,1,4,1,3,1,0,0,0,0
R_xEiS1vAxK5Ptv4R,Survey Complete,GAH,Doctor of Physical Therapy,Grad Yr 2,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,6,7,7,3,3,1,1,3,3,2,4,3,4,4,3,3,5,5,5,4,5,4,5,4,4,4,4,5,5,5,5,1,0,1,1,2,0,2,1,4,4,4,1,0,0,0,0
R_2QPAcHZa3eGTcEg,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,TZA,6,6,6,6,6,2,1,4,2,2,6,5,5,6,5,6,5,5,4,5,5,5,5,5,5,4,5,5,5,3,4,1,1,1,0,2,0,3,1,5,4,4,1,0,0,0,0
R_5dT8R5umEwi6ehb,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Mathematics,MATHPHD,Major,No Dorm,USA,6,6,6,6,4,1,1,4,1,1,7,7,7,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,3,7,6,1,0,0,0,0
R_1H7VtHdrbaPW7sA,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Global Environmental Health,EOHIHMPH,Major,No Dorm,USA,7,7,6,7,4,3,3,5,3,3,6,4,6,4,4,6,5,3,4,3,5,5,5,0,4,4,4,0,5,4,4,1,1,1,0,2,0,1,1,3,1,4,1,0,0,0,0
R_3dRPqA3EoHCoYfe,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,3,5,2,1,1,1,2,5,3,3,6,3,2,3,3,4,0,4,5,5,4,5,5,0,0,4,4,4,5,4,1,1,0,0,2,0,3,1,4,4,4,1,0,0,0,0
R_YY9abgnHw5O5jhf,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Religion,RELPHD,Major,No Dorm,USA,5,7,7,7,3,2,1,5,3,3,5,3,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,0,5,1,4,4,4,0,0,1,0,0
R_2V4JjWohFDWXoDE,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biomedical Engineering,BMEDENGPHD,Major,No Dorm,USA,5,7,6,3,7,2,1,5,2,3,7,7,7,4,6,6,5,5,0,5,5,5,5,5,5,5,5,0,5,2,5,1,1,0,0,2,0,2,1,7,4,6,0,0,1,0,0
R_3h9Fn7qQ75gIlJA,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,3,3,3,4,5,3,3,6,3,4,,,4,6,4,6,3,0,4,3,1,1,1,1,3,1,2,1,4,1,2,1,1,1,1,2,0,3,1,4,5,2,0,0,1,0,0
R_2cjQ6QzVxd12MVS,Survey Complete,PUBH,Master of Public Health,Grad Yr 2,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,7,7,5,3,5,6,4,7,4,5,6,6,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,0,2,0,1,1,5,5,1,1,0,0,0,0
R_1guOL1U6dhWj43E,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,6,5,6,4,1,7,6,6,5,5,5,4,4,2,2,7,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,1,1,0,0,2,0,1,1,1,4,2,1,0,0,0,0
R_3et3BIcSNc84Xmc,Survey Complete,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,4,5,3,1,1,1,4,2,4,4,3,3,3,2,2,5,4,5,5,5,5,5,5,5,3,5,5,5,4,4,1,1,1,0,2,0,2,1,5,6,4,1,0,0,0,0
R_2aRWfW2SU0thR2a,Survey Not Complete,GSAS,Non-Degree Graduate School,ND Grad,Special Standing Student,SPECSTGSAS,Non-Degree,No Dorm,USA,6,5,4,1,1,3,1,1,4,4,5,6,6,3,2,5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2waYhjqnPplzAXO,Survey Complete,LAW,Doctor of Law,Prof 3,Law,LAWJD,Major,No Dorm,USA,5,5,5,5,3,1,1,6,4,5,5,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,2,0,3,1,5,1,4,0,0,1,0,0
R_3qJZbkd6HKqbJ6l,Survey Not Complete,PUBH,Master of Public Health,Grad Yr 1,Health Policy and Management,HPMMPH,Major,No Dorm,USA,3,5,5,1,6,3,1,1,5,5,5,3,2,2,4,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2YeKk73a27DTQMV,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,5,3,3,5,2,1,1,2,1,4,5,5,3,5,3,5,5,4,5,5,5,0,5,4,5,4,5,5,5,1,3,1,1,1,0,2,0,1,1,5,6,4,0,0,1,0,0
R_9KMNQayQBV1HUDD,Survey Complete,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,4,3,1,1,1,1,3,2,1,6,6,6,7,7,7,0,0,0,0,0,0,5,5,5,0,0,0,5,1,3,1,1,1,1,2,0,1,1,4,5,4,1,0,0,0,0
R_22F9x2rbOsLGcIy,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,5,5,1,1,1,5,2,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,3,1,1,1,0,2,0,3,1,7,7,6,1,0,0,0,0
R_2wG4fGDgHdFZZ8n,Survey Complete,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,3,3,3,2,2,1,1,1,1,1,6,2,3,3,3,3,0,4,0,0,4,0,4,0,0,0,4,4,0,1,5,0,0,0,0,2,0,1,1,6,6,2,1,0,0,0,0
R_DIiWtLNqBUAIvId,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,5,4,3,5,6,2,1,3,1,6,7,5,5,4,6,5,3,0,4,5,0,5,5,4,3,3,3,4,3,1,1,1,0,0,2,0,2,1,5,4,3,1,0,0,0,0
R_214CLyFP7robcja,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,2,3,5,1,1,1,2,2,2,3,1,2,4,2,2,5,4,5,4,5,4,4,2,3,3,3,0,5,3,4,1,1,0,0,2,0,3,1,4,6,4,1,0,0,0,0
R_1hFJ2epAaIFxTi7,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Epidemiology,EPIDPHD,Major,No Dorm,USA,5,2,3,6,3,1,1,4,3,5,4,5,5,7,2,5,5,5,4,5,5,4,5,4,4,4,5,4,5,4,2,1,1,0,0,2,0,1,1,5,4,3,1,0,0,0,0
R_1n3IC66HzqCXJMJ,Survey Complete,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,6,4,7,1,2,4,2,1,2,3,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,2,0,2,1,3,5,4,1,0,0,0,0
R_2QYEYYPaMrtN6cB,Survey Not Complete,UCOL,Liberal Arts & Sciences,Junior,Economics,ECONBA,Major,No Dorm,KOR,7,7,5,7,2,1,1,1,1,3,5,5,7,5,5,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_24dWY2BWZynSjNn,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,3,6,6,2,3,1,3,3,3,6,5,5,4,5,5,4,4,0,2,0,3,4,0,3,2,3,4,4,4,4,1,1,0,1,2,0,5,1,5,5,4,0,0,1,0,0
R_2TnIzHWUlgGhEmV,Survey Not Complete,GSAS,Doctor of Philosophy,Adv Stdng,Art History,ARTHISTPHD,Major,No Dorm,CAN,5,5,6,7,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1g5fsmqcBDqixBa,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Anthropology,ANTHPHD,Major,No Dorm,USA,7,7,7,5,6,5,7,5,4,4,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,0,5,1,4,6,4,1,0,0,0,0
R_Y36MyNlniTZxRDz,Survey Not Complete,GSAS,Doctor of Philosophy,Adv Stdng,Nutrition & Health Science,NHSPHD,Major,No Dorm,CHN,5,4,5,7,2,3,1,1,3,3,7,3,6,2,4,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_111kwhnYMHYEzAx,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Nutrition & Health Science,NHSPHD,Major,No Dorm,USA,6,5,6,6,6,1,1,5,3,3,7,6,6,6,6,6,4,2,0,5,4,5,5,5,5,4,5,5,4,3,4,1,1,0,1,2,0,1,1,5,6,4,1,0,0,0,0
R_V4gVtkV7kNa0uVb,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Women's Studies,WMNSTPHD,Major,No Dorm,CAN,5,5,5,3,5,1,1,3,1,1,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,0,5,0,4,4,4,1,0,0,0,0
R_2BhYSVMvlIU7DNj,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Environmental Health Sciences,EHSPHD,Major,No Dorm,USA,7,7,6,4,4,1,1,5,3,2,6,7,6,4,6,7,5,5,5,5,5,5,5,5,5,4,5,5,5,2,3,1,1,1,1,2,0,4,1,6,7,4,1,0,0,0,0
R_2tanbqmLta12PvC,Survey Not Complete,GSAS,Doctor of Philosophy,Adv Stdng,History,HISTORYPHD,Major,No Dorm,CAN,6,6,3,3,4,1,1,5,3,3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3iCLqxIMJ04obBH,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,5,5,6,5,2,7,3,3,6,7,7,4,5,5,5,4,4,5,4,4,5,5,5,3,3,3,3,3,3,1,1,1,1,2,0,3,1,4,4,4,0,0,1,0,0
